indice_tiempo,tipo_cambio_real_zona_euro
2007-07-26,177.84894144326918
2007-07-27,175.26136808257596
2007-07-28,175.10560894314392
2007-07-29,174.94998823073533
2007-07-30,175.66982439506242
2007-07-31,175.37076348438382
2007-08-01,175.43959536164496
2007-08-02,176.00094320255818
2007-08-03,177.04906834974295
2007-08-04,176.86641727519435
2007-08-05,176.68395463097946
2007-08-06,176.65536039703989
2007-08-07,175.95343172696067
2007-08-08,175.97456372503032
2007-08-09,174.88452504505398
2007-08-10,175.1866030536649
2007-08-11,175.00587337464134
2007-08-12,174.82533014376114
2007-08-13,173.41733713254754
2007-08-14,172.71634180209526
2007-08-15,171.602300082742
2007-08-16,170.87813656708144
2007-08-17,171.84752956569264
2007-08-18,171.67024461171766
2007-08-19,171.49314255216646
2007-08-20,171.31622319835776
2007-08-21,170.88684606270627
2007-08-22,171.99423435754937
2007-08-23,172.69029865435556
2007-08-24,173.5119744577253
2007-08-25,173.3329723941892
2007-08-26,173.1541549965175
2007-08-27,172.69718229321592
2007-08-28,171.91495205278457
2007-08-29,172.20789556060802
2007-08-30,171.4361293099916
2007-08-31,170.9501195157559
2007-09-01,170.85891636900845
2007-09-02,170.7677618798111
2007-09-03,171.00114427836775
2007-09-04,170.87120392103614
2007-09-05,171.3532079536986
2007-09-06,171.51250236328968
2007-09-07,172.41448413165836
2007-09-08,172.3224997356125
2007-09-09,172.2305644139188
2007-09-10,172.3750188681655
2007-09-11,171.8897332606237
2007-09-12,172.31755805413312
2007-09-13,171.69847894237748
2007-09-14,171.58924204093628
2007-09-15,171.4976979176186
2007-09-16,171.4062026337644
2007-09-17,171.1931664150304
2007-09-18,171.4156646140843
2007-09-19,172.03660557112644
2007-09-20,173.69897816785945
2007-09-21,174.05539240501827
2007-09-22,173.96253257233346
2007-09-23,173.8697222810527
2007-09-24,173.8510089197944
2007-09-25,174.57226669973727
2007-09-26,174.2877618167494
2007-09-27,174.57695980517596
2007-09-28,175.87762009032616
2007-09-29,175.78378808576184
2007-09-30,175.69000614126244
2007-10-01,175.37241556366004
2007-10-02,174.18137126969685
2007-10-03,173.77806158097886
2007-10-04,174.06993019502394
2007-10-05,174.27029367312673
2007-10-06,174.21821123295757
2007-10-07,174.1661443581524
2007-10-08,174.27958512086983
2007-10-09,173.70776587949143
2007-10-10,173.9115655483056
2007-10-11,174.8685341413644
2007-10-12,174.41642510930302
2007-10-13,174.3642989962759
2007-10-14,174.31218846166487
2007-10-15,174.26009350081424
2007-10-16,174.2259213329676
2007-10-17,174.45039716141656
2007-10-18,175.7574239294741
2007-10-19,175.5759639151169
2007-10-20,175.52349126218778
2007-10-21,175.47103429124175
2007-10-22,174.2612944311789
2007-10-23,175.56312359738743
2007-10-24,175.7560968540198
2007-10-25,176.66629317214154
2007-10-26,177.01823205403306
2007-10-27,176.96532836468074
2007-10-28,176.91244048613126
2007-10-29,176.59293244469544
2007-10-30,176.09787246564588
2007-10-31,176.0628384227713
2007-11-01,175.3874908529825
2007-11-02,176.16017187635111
2007-11-03,176.21537531355582
2007-11-04,176.27059604990058
2007-11-05,176.07698882222797
2007-11-06,176.13216619230042
2007-11-07,177.9912702703154
2007-11-08,178.6275331834191
2007-11-09,178.37104296529134
2007-11-10,178.42693922472722
2007-11-11,178.48285300041337
2007-11-12,178.70998577057492
2007-11-13,178.0588652995736
2007-11-14,178.63014709623658
2007-11-15,177.97104348024018
2007-11-16,178.87310627509513
2007-11-17,178.92915986646432
2007-11-18,178.98523102338683
2007-11-19,178.86596073700161
2007-11-20,180.58754781430957
2007-11-21,181.66016543933918
2007-11-22,181.83287264462413
2007-11-23,181.9811173087289
2007-11-24,182.03814485970588
2007-11-25,182.09519028144672
2007-11-26,182.15225357955157
2007-11-27,182.41815972095253
2007-11-28,181.85107698284006
2007-11-29,181.64099292853084
2007-11-30,180.81116735639216
2007-12-01,180.77769119275737
2007-12-02,180.74422122704468
2007-12-03,179.9977895518361
2007-12-04,180.8835473337177
2007-12-05,179.5544101042771
2007-12-06,179.41534567863084
2007-12-07,179.63561360357974
2007-12-08,179.60235508706464
2007-12-09,179.56910272817558
2007-12-10,180.41807310129118
2007-12-11,180.19707772775752
2007-12-12,179.88189145101447
2007-12-13,179.14985613701427
2007-12-14,177.08155708895248
2007-12-15,177.04877144153656
2007-12-16,177.0159918641976
2007-12-17,175.96440481649563
2007-12-18,176.2407471585532
2007-12-19,175.34120859421108
2007-12-20,175.37375711522938
2007-12-21,175.7187781776643
2007-12-22,175.68624484104586
2007-12-23,175.6537175277905
2007-12-24,175.6211962367829
2007-12-25,175.58868096690816
2007-12-26,177.5109443441891
2007-12-27,179.41509020919545
2007-12-28,180.28878563805725
2007-12-29,180.25540619043917
2007-12-30,180.22203292283683
2007-12-31,178.48611897873502
2008-01-01,178.3503776442107
2008-01-02,179.85717935363581
2008-01-03,179.6624549496095
2008-01-04,179.78524712691078
2008-01-05,179.6485177862067
2008-01-06,179.51189243018948
2008-01-07,178.09128566279446
2008-01-08,178.0630892845789
2008-01-09,177.16972432568775
2008-01-10,178.02543120564823
2008-01-11,178.38820438168514
2008-01-12,178.25253751266075
2008-01-13,178.11697382029774
2008-01-14,179.5680787782972
2008-01-15,179.3341841871264
2008-01-16,176.96854772803104
2008-01-17,177.6272778199666
2008-01-18,176.782541641796
2008-01-19,176.64809590304418
2008-01-20,176.51375241226594
2008-01-21,176.71522823871342
2008-01-22,176.45246312282964
2008-01-23,175.89132897238682
2008-01-24,177.44217366257027
2008-01-25,176.38114207082245
2008-01-26,176.24700160238373
2008-01-27,176.11296314975615
2008-01-28,177.41467627363815
2008-01-29,177.08414556271202
2008-01-30,177.38999611932502
2008-01-31,177.99129747096995
2008-02-01,177.74791913286074
2008-02-02,177.63419764041356
2008-02-03,177.5205489059368
2008-02-04,177.59605852790108
2008-02-05,175.38734995516475
2008-02-06,175.6121056561042
2008-02-07,173.7259439958514
2008-02-08,173.71060867172406
2008-02-09,173.59947021357257
2008-02-10,173.4884028607898
2008-02-11,173.3465864394355
2008-02-12,173.9566065105291
2008-02-13,173.18248945488992
2008-02-14,173.91537643949303
2008-02-15,174.01850611651554
2008-02-16,173.9071706683959
2008-02-17,173.79590645167724
2008-02-18,173.68471342078658
2008-02-19,174.48093822666382
2008-02-20,173.2697929091651
2008-02-21,174.89514336137958
2008-02-22,175.2816002035896
2008-02-23,175.16945663942903
2008-02-24,175.05738482369478
2008-02-25,174.9890153915257
2008-02-26,175.7940621901183
2008-02-27,178.4441702973374
2008-02-28,178.74476325193558
2008-02-29,178.9156836324316
2008-03-01,178.74188155418824
2008-03-02,178.56824831057014
2008-03-03,178.4228568161055
2008-03-04,178.09838329105577
2008-03-05,178.78133299382253
2008-03-06,179.5044225824567
2008-03-07,179.17493087144692
2008-03-08,179.0008769555334
2008-03-09,178.82699211888504
2008-03-10,179.01139397116359
2008-03-11,178.42796547516727
2008-03-12,180.10186604500174
2008-03-13,180.591166451637
2008-03-14,180.7409013837569
2008-03-15,180.5653262544765
2008-03-16,180.3899216821966
2008-03-17,181.841902691076
2008-03-18,182.1034559711084
2008-03-19,180.92126984906145
2008-03-20,180.7455195064431
2008-03-21,180.56993989103088
2008-03-22,180.3945308369772
2008-03-23,180.2192921785954
2008-03-24,180.04422375036003
2008-03-25,179.5327324504125
2008-03-26,182.14059728867613
2008-03-27,181.73401191586223
2008-03-28,180.9952259792205
2008-03-29,180.81940379421883
2008-03-30,180.64375240621231
2008-03-31,181.0170484039008
2008-04-01,178.78446227447705
2008-04-02,178.62861433110962
2008-04-03,178.8887326994688
2008-04-04,179.16675993423743
2008-04-05,179.01057873873347
2008-04-06,178.85453368771218
2008-04-07,178.3817418723122
2008-04-08,178.23759984395736
2008-04-09,179.72670957847882
2008-04-10,178.07499441704022
2008-04-11,178.57555086436756
2008-04-12,178.41988503086137
2008-04-13,178.26435489259237
2008-04-14,178.32329077998074
2008-04-15,177.987522776992
2008-04-16,180.27142873993546
2008-04-17,179.65269589668034
2008-04-18,178.1859828231396
2008-04-19,178.0306565794236
2008-04-20,177.8754657349214
2008-04-21,179.48991890345886
2008-04-22,180.66612187904497
2008-04-23,179.2898762659558
2008-04-24,176.69624879378208
2008-04-25,175.42588802523792
2008-04-26,175.27296777974053
2008-04-27,175.1201808361277
2008-04-28,175.13730620735188
2008-04-29,173.99369958785385
2008-04-30,173.54352857000163
2008-05-01,173.56446717975118
2008-05-02,172.3690512964384
2008-05-03,172.38984820155915
2008-05-04,172.4106476158963
2008-05-05,173.70446970852376
2008-05-06,174.05776094096657
2008-05-07,172.92337540860225
2008-05-08,172.64248784904598
2008-05-09,173.35839648374179
2008-05-10,173.37931275668308
2008-05-11,173.40023155324297
2008-05-12,174.5202598822874
2008-05-13,173.14455649124386
2008-05-14,172.59808825944043
2008-05-15,172.32001415132785
2008-05-16,173.245202721497
2008-05-17,173.2661053372306
2008-05-18,173.28701047493504
2008-05-19,172.51635885887166
2008-05-20,173.73055672300632
2008-05-21,174.582071168275
2008-05-22,174.01642553563198
2008-05-23,174.82395428774151
2008-05-24,174.84504738515545
2008-05-25,174.8661430275225
2008-05-26,175.3336739551487
2008-05-27,173.94294065683383
2008-05-28,172.19442461662766
2008-05-29,170.4312284702239
2008-05-30,170.58368104490603
2008-05-31,170.6042625391079
2008-06-01,170.48981382285191
2008-06-02,169.54118512406436
2008-06-03,167.55048346817145
2008-06-04,167.62450721007363
2008-06-05,168.06658109797362
2008-06-06,170.262382996953
2008-06-07,170.14816362827685
2008-06-08,170.03402088289215
2008-06-09,168.7393918267378
2008-06-10,166.48371217918043
2008-06-11,167.2407383288529
2008-06-12,165.26656725004008
2008-06-13,163.81267688076298
2008-06-14,163.70278425383552
2008-06-15,163.59296534763388
2008-06-16,163.48322011270315
2008-06-17,164.6124353316338
2008-06-18,164.7566368099643
2008-06-19,164.5094488334232
2008-06-20,165.51944102380338
2008-06-21,165.40840342568805
2008-06-22,165.29744031639484
2008-06-23,163.17078900903127
2008-06-24,163.64482602024404
2008-06-25,163.63299025662204
2008-06-26,165.5580490345713
2008-06-27,165.89702909590125
2008-06-28,165.78573819538025
2008-06-29,165.6745219536076
2008-06-30,165.25690367289712
2008-07-01,165.38844234174618
2008-07-02,166.01329804134818
2008-07-03,164.54641291058456
2008-07-04,164.3564035423748
2008-07-05,164.2751245503601
2008-07-06,164.19388575315614
2008-07-07,164.1563329824885
2008-07-08,163.0999795792705
2008-07-09,163.01932192522042
2008-07-10,164.2067321950248
2008-07-11,165.60420765822002
2008-07-12,165.52231159100418
2008-07-13,165.44045602376062
2008-07-14,165.69716486245773
2008-07-15,165.604827742016
2008-07-16,165.03350314806124
2008-07-17,164.37804290038818
2008-07-18,164.62924630695758
2008-07-19,164.54783238630964
2008-07-20,164.4664587271986
2008-07-21,164.74046215445716
2008-07-22,163.53646593426257
2008-07-23,162.27468456579334
2008-07-24,161.7478556506258
2008-07-25,162.18659749222968
2008-07-26,162.10639153202155
2008-07-27,162.02622523597896
2008-07-28,162.5904982560409
2008-07-29,160.99027060317914
2008-07-30,161.16027565846898
2008-07-31,162.01794576600057
2008-08-01,161.62283394504527
2008-08-02,161.57309092523604
2008-08-03,161.52336321494687
2008-08-04,161.45820013997093
2008-08-05,160.3452287862051
2008-08-06,159.97584132910603
2008-08-07,159.11863021746046
2008-08-08,156.31560107422015
2008-08-09,156.26749147329969
2008-08-10,156.21939667917837
2008-08-11,153.8055435599461
2008-08-12,154.20983508781353
2008-08-13,153.98138999246842
2008-08-14,152.49276416001732
2008-08-15,151.03362745133464
2008-08-16,150.9871434952079
2008-08-17,150.94067384555197
2008-08-18,150.89421849796372
2008-08-19,151.7762167704635
2008-08-20,151.2053708819659
2008-08-21,152.6307602710384
2008-08-22,151.70138250026878
2008-08-23,151.65469302768247
2008-08-24,151.6080179248192
2008-08-25,151.26280680085404
2008-08-26,149.8938202960077
2008-08-27,150.62506602148937
2008-08-28,150.57870780922443
2008-08-29,150.3226203757851
2008-08-30,150.27635524789068
2008-08-31,150.23010435911775
2008-09-01,150.0869830619791
2008-09-02,149.09051682100153
2008-09-03,148.5975311278053
2008-09-04,147.33018608701232
2008-09-05,146.3469818630356
2008-09-06,146.3041435093696
2008-09-07,146.26131769524852
2008-09-08,145.00121823825404
2008-09-09,146.2093385974388
2008-09-10,145.52793380660702
2008-09-11,144.8242917105505
2008-09-12,147.3691102821526
2008-09-13,147.3259727333946
2008-09-14,147.28284781176114
2008-09-15,147.38505145460095
2008-09-16,147.5257651056161
2008-09-17,149.41174591965745
2008-09-18,151.1539115092464
2008-09-19,151.13590334244395
2008-09-20,151.09166318664037
2008-09-21,151.04743598071397
2008-09-22,153.9329640288821
2008-09-23,152.45346590737785
2008-09-24,153.09736685569212
2008-09-25,152.7284866472375
2008-09-26,152.8309452741311
2008-09-27,152.78620894953175
2008-09-28,152.741485720047
2008-09-29,151.07975110340817
2008-09-30,147.88567849760122
2008-10-01,147.93786169755134
2008-10-02,145.8751157984462
2008-10-03,146.8745261412939
2008-10-04,146.8480115329985
2008-10-05,146.82150171126796
2008-10-06,144.37234307317166
2008-10-07,146.3002140072255
2008-10-08,148.10534604179355
2008-10-09,148.0567835876025
2008-10-10,144.27799301917557
2008-10-11,144.25194715151517
2008-10-12,144.2259059858001
2008-10-13,144.19986952118134
2008-10-14,146.09496942079613
2008-10-15,144.42899658036248
2008-10-16,143.57248993783242
2008-10-17,141.06942554106095
2008-10-18,141.04395890188968
2008-10-19,141.0184968600982
2008-10-20,143.11033724510474
2008-10-21,140.3007394447358
2008-10-22,138.44241399131505
2008-10-23,139.35696127731552
2008-10-24,138.79518303653307
2008-10-25,138.7701269562979
2008-10-26,138.7450753993259
2008-10-27,137.8893071752459
2008-10-28,140.09852011304991
2008-10-29,145.23707026673102
2008-10-30,145.62013432903896
2008-10-31,143.85898328848714
2008-11-01,143.80548842439174
2008-11-02,143.75201345269667
2008-11-03,143.23878218228643
2008-11-04,142.1325708903561
2008-11-05,143.45842028488124
2008-11-06,143.40507437264796
2008-11-07,140.4064384448114
2008-11-08,140.35422743114356
2008-11-09,140.30203583246814
2008-11-10,139.85433153915656
2008-11-11,139.80232582990004
2008-11-12,137.49372867498084
2008-11-13,137.3539732303354
2008-11-14,139.7112370663402
2008-11-15,139.65928456765977
2008-11-16,139.60735138784142
2008-11-17,139.82642480618486
2008-11-18,139.31426352687322
2008-11-19,138.70996161402584
2008-11-20,137.87137917990805
2008-11-21,138.11802169657594
2008-11-22,138.06666164501098
2008-11-23,138.01532069200292
2008-11-24,142.06787424321433
2008-11-25,143.64172123040947
2008-11-26,141.89800968099547
2008-11-27,142.35364990975475
2008-11-28,141.30424420497886
2008-11-29,141.25169933661502
2008-11-30,141.19917400738967
2008-12-01,140.81077480203328
2008-12-02,142.38894216230415
2008-12-03,142.24461161244332
2008-12-04,145.6557869016742
2008-12-05,144.4584078511676
2008-12-06,144.43153539281
2008-12-07,144.40466793332394
2008-12-08,144.37780547177945
2008-12-09,146.2903254626154
2008-12-10,146.25445663719074
2008-12-11,149.0763507988291
2008-12-12,150.33755922882054
2008-12-13,150.3095931182974
2008-12-14,150.28163221008933
2008-12-15,153.5067635169854
2008-12-16,154.42630187433375
2008-12-17,160.4357185255178
2008-12-18,159.8759406343797
2008-12-19,155.7609267462514
2008-12-20,155.73195176943986
2008-12-21,155.70298218261473
2008-12-22,156.81522300025617
2008-12-23,157.4122468846304
2008-12-24,157.93620370214603
2008-12-25,157.90682407571742
2008-12-26,158.8635184844122
2008-12-27,158.83396635692773
2008-12-28,158.80441972679262
2008-12-29,160.4291825824748
2008-12-30,159.6612969888514
2008-12-31,157.54970076101537
2009-01-01,157.45001750797312
2009-01-02,157.8612908653823
2009-01-03,157.76141046620103
2009-01-04,157.66159326233557
2009-01-05,152.93487321002084
2009-01-06,151.4381418873654
2009-01-07,154.50841504469503
2009-01-08,154.20970213259025
2009-01-09,151.72900523561194
2009-01-10,151.63300479416588
2009-01-11,151.5370650931482
2009-01-12,149.7468154741837
2009-01-13,148.20161795726358
2009-01-14,147.65930952598208
2009-01-15,146.73194729873202
2009-01-16,148.57219833213546
2009-01-17,148.47819523362222
2009-01-18,148.38425161179853
2009-01-19,148.29036742903304
2009-01-20,144.9520343883739
2009-01-21,144.62792065216405
2009-01-22,145.46368378660284
2009-01-23,144.62851039780787
2009-01-24,144.5370025096338
2009-01-25,144.4455525194051
2009-01-26,147.78233987971862
2009-01-27,147.67014474953467
2009-01-28,148.90321474460995
2009-01-29,145.48417474204948
2009-01-30,143.57631812955466
2009-01-31,143.48547597382952
2009-02-01,143.50684383110385
2009-02-02,143.82002423977914
2009-02-03,146.45223026300428
2009-02-04,144.0344945867223
2009-02-05,144.05951503724637
2009-02-06,144.28283094843152
2009-02-07,144.3043175478098
2009-02-08,144.3258073469724
2009-02-09,146.7121498491932
2009-02-10,145.43002739609526
2009-02-11,145.03919081083185
2009-02-12,144.30417538915074
2009-02-13,144.98277310723657
2009-02-14,145.00436394200207
2009-02-15,145.0259579920747
2009-02-16,145.08902549610468
2009-02-17,141.923039224087
2009-02-18,141.94965384414857
2009-02-19,144.36560076467887
2009-02-20,144.50487827617468
2009-02-21,144.52639794284127
2009-02-22,144.54792081421664
2009-02-23,145.84784942303568
2009-02-24,146.162110162496
2009-02-25,146.018547586926
2009-02-26,146.56539702581844
2009-02-27,145.79525393224213
2009-02-28,145.81696576165317
2009-03-01,145.72584273153825
2009-03-02,146.0593413249017
2009-03-03,146.10583766220904
2009-03-04,146.85677444157125
2009-03-05,146.39111031097116
2009-03-06,147.97097389343213
2009-03-07,147.87850479397042
2009-03-08,147.78609347972235
2009-03-09,147.44747684541372
2009-03-10,148.53372050566043
2009-03-11,149.1353582129567
2009-03-12,149.42778047749925
2009-03-13,150.46825000481604
2009-03-14,150.37422032311946
2009-03-15,150.28024940186597
2009-03-16,151.2605040839257
2009-03-17,151.32682320010838
2009-03-18,155.25147973146434
2009-03-19,158.6985896324946
2009-03-20,158.17768969071165
2009-03-21,158.07884227397983
2009-03-22,157.9800566283602
2009-03-23,159.76757791879533
2009-03-24,159.66773695901372
2009-03-25,159.0793168773103
2009-03-26,158.8279361655729
2009-03-27,156.91408695574222
2009-03-28,156.81602918176208
2009-03-29,156.71803268543536
2009-03-30,154.76638676319214
2009-03-31,156.24316751177653
2009-04-01,155.11546021028474
2009-04-02,155.0406913610491
2009-04-03,156.99398238475
2009-04-04,156.91830804910396
2009-04-05,156.8426701900476
2009-04-06,155.57034854592897
2009-04-07,153.64049882831281
2009-04-08,153.88898663085595
2009-04-09,153.81480896716698
2009-04-10,153.740667058641
2009-04-11,153.66656088804316
2009-04-12,153.59249043814714
2009-04-13,154.67417518655668
2009-04-14,153.53244684298485
2009-04-15,152.56145522042186
2009-04-16,152.07383838120202
2009-04-17,150.86516187637417
2009-04-18,150.79244175854737
2009-04-19,150.71975669331638
2009-04-20,149.45191478633575
2009-04-21,149.9410782645062
2009-04-22,150.5753409028956
2009-04-23,151.5158400394613
2009-04-24,153.36349045209343
2009-04-25,153.28956608839476
2009-04-26,153.21567735776318
2009-04-27,150.60736423117294
2009-04-28,152.32249748290494
2009-04-29,154.87032158884114
2009-04-30,153.48455589251307
2009-05-01,153.44410022762668
2009-05-02,153.4036552260986
2009-05-03,153.36322088511832
2009-05-04,154.2546825925074
2009-05-05,153.82764306477748
2009-05-06,153.78881057930627
2009-05-07,155.03186697327934
2009-05-08,157.3779572810901
2009-05-09,157.33647538824908
2009-05-10,157.2950044292611
2009-05-11,157.24601444539144
2009-05-12,157.67509663108476
2009-05-13,157.49023167624642
2009-05-14,157.89244983054292
2009-05-15,156.2709283893472
2009-05-16,156.22973828866475
2009-05-17,156.18855904492432
2009-05-18,156.56850818074898
2009-05-19,157.6804975842193
2009-05-20,159.9280813104391
2009-05-21,160.9036742483793
2009-05-22,162.74779489378344
2009-05-23,162.70489761194983
2009-05-24,162.66201163703923
2009-05-25,162.61913696607138
2009-05-26,162.26929065771273
2009-05-27,161.0050153646041
2009-05-28,161.6004122659483
2009-05-29,163.96785749881505
2009-05-30,163.9246386312453
2009-05-31,163.88143115536263
2009-06-01,164.84746768636518
2009-06-02,165.78361186248117
2009-06-03,163.7359085664886
2009-06-04,164.4498901244009
2009-06-05,162.67578345776482
2009-06-06,162.6577612100904
2009-06-07,162.63974095903401
2009-06-08,161.63884998863182
2009-06-09,163.17534395236157
2009-06-10,161.7855130698481
2009-06-11,164.31318850991806
2009-06-12,163.21320038937046
2009-06-13,163.19511860326418
2009-06-14,163.17703882037202
2009-06-15,163.15896104047206
2009-06-16,160.9004142920316
2009-06-17,161.92614562390094
2009-06-18,161.71838592572996
2009-06-19,162.95697621535726
2009-06-20,162.9389228153784
2009-06-21,162.9208714154689
2009-06-22,161.88923752841524
2009-06-23,164.93786854641704
2009-06-24,163.86940821173036
2009-06-25,163.84032706068288
2009-06-26,164.90111083051502
2009-06-27,164.8828420470612
2009-06-28,164.86457528753817
2009-06-29,164.81481003439828
2009-06-30,164.28099907482348
2009-07-01,165.88471918944802
2009-07-02,164.26720850841332
2009-07-03,163.76245042648318
2009-07-04,163.67523866498288
2009-07-05,163.5880733481426
2009-07-06,163.24369365120583
2009-07-07,163.04374785062785
2009-07-08,161.85718339001025
2009-07-09,161.77098627926748
2009-07-10,161.6848350728321
2009-07-11,161.59872974625773
2009-07-12,161.5126702751111
2009-07-13,162.90825882385758
2009-07-14,162.1183445953663
2009-07-15,164.42803169318287
2009-07-16,164.4219808482903
2009-07-17,164.5522063155736
2009-07-18,164.46457396924416
2009-07-19,164.37698829155732
